Integration Time (ms),30
Wavelength,Watts/Count,Count,Watts
400.210154424747,0,434.904761904763,0
400.670315367488,0,451.333333333337,0
401.130521019786,0,470.761904761906,0
401.590771358752,0,487.857142857138,0
402.051066361497,9.47122608205436E-08,508.785714285715,4.818825E-05
402.511406005131,9.18913961150837E-07,525.166666666664,0.000482583
402.971790266765,1.67550500492045E-06,547.30952380952,0.0009170198
403.43221912351,9.41184645360426E-07,569.26190476191,0.0005357806
403.892692552476,1.70902223797821E-07,592.500000000003,0.0001012596
404.353210530775,0,610.595238095242,0
404.813773035515,0,632.642857142858,0
405.27438004381,2.43751452954507E-07,657.571428571429,0.000160284
405.735031532767,6.30781182272658E-07,680.714285714287,0.0004293818
406.1957274795,9.08515535012921E-07,701.809523809524,0.0006376049
406.656467861118,1.05413579409438E-06,724.190476190475,0.0007633951
407.117252654731,1.06810148605421E-06,748.76190476191,0.0007997537
407.578081837451,7.34416593565897E-07,781.619047619044,0.000574034
408.038955386389,4.64061556277504E-07,810.619047619045,0.0003761771
408.499873278654,5.72419974044129E-07,839.142857142856,0.0004803421
408.960835491357,6.74739442544553E-07,866.285714285715,0.0005845171
409.421842001609,9.45332816308572E-07,895.619047619049,0.0008466581
409.882892786522,1.21633761513001E-06,923.666666666664,0.001123491
410.343987823204,1.35974793130096E-06,948.190476190477,0.0012893
410.805127088768,1.45429683815359E-06,974.571428571428,0.001417316
411.266310560323,1.68389361458405E-06,997.761904761901,0.001680125
411.727538214981,1.99652960007169E-06,1022.57142857143,0.002041594
412.188810029852,2.23545441691084E-06,1051.95238095238,0.002351592
412.650125982046,2.39015516434824E-06,1082.47619047619,0.002587286
413.111486048675,2.29540525652023E-06,1111.19047619048,0.002550632
413.572890206848,1.45524661370614E-06,1140.09523809523,0.00165912
414.034338433677,7.85776799928243E-07,1165.04761904762,0.0009154674
414.495830706272,1.68249462201255E-06,1195.90476190477,0.002012103
414.957367001744,2.53901596868585E-06,1224.42857142857,0.003108844
415.418947297204,2.45335241192314E-06,1256.38095238095,0.003082345
415.880571569762,2.28818766224911E-06,1285.52380952381,0.00294152
416.342239796528,2.3824850872032E-06,1317.52380952381,0.003138981
416.803951954614,2.55143795155495E-06,1353.95238095238,0.003454525
417.265708021131,2.52107498834283E-06,1385.42857142857,0.003492769
417.727507973188,2.34550555534903E-06,1418.19047619048,0.003326374
418.189351787896,2.55750384188338E-06,1451.2380952381,0.003711547
418.651239442366,3.30393249191463E-06,1480.23809523809,0.004890607
419.113170913709,3.85980875523405E-06,1510.33333333333,0.005829598
419.575146179036,3.91469237892071E-06,1539.95238095238,0.00602844
420.037165215456,3.98662931716291E-06,1571.2380952381,0.006263944
420.499228000081,4.31257190854627E-06,1604.23809523809,0.006918392
420.961334510021,4.63322921209024E-06,1634.47619047619,0.007572903
421.423484722388,5.0081172181051E-06,1669.57142857143,0.008361409
421.885678614291,5.3872777159251E-06,1700.71428571429,0.00916222
422.347916162841,5.63620524460729E-06,1733.47619047619,0.009770228
422.810197345148,5.83108336947233E-06,1768.95238095238,0.01031491
423.272522138325,6.22777454160615E-06,1799.04761904762,0.01120406
423.734890519481,6.73244724958974E-06,1831.90476190476,0.0123332
424.197302465726,7.09386966510283E-06,1868.19047619048,0.0132527
424.659757954172,7.31386604842134E-06,1899.19047619048,0.01389042
425.122256961929,7.56457069328279E-06,1941.7619047619,0.0146886
425.584799466108,8.06629629186689E-06,1975.28571428571,0.01593324
426.047385443819,8.54816590823248E-06,2008.85714285714,0.01717204
426.510014872173,8.97467817476915E-06,2045.61904761905,0.01835877
426.972687728282,9.40123474821823E-06,2079.04761904762,0.01954561
427.435403989254,9.77231164334435E-06,2112.66666666667,0.02064564
427.898163632201,1.011602993267E-05,2149.09523809524,0.02174031
