Integration Time (ms),60
Wavelength,Watts/Count,Count,Watts
453.130971267128,4.52325677336217E-05,2145.61904761905,0.09705186
453.596171594794,4.59180983721778E-05,2060.09523809524,0.09459566
454.061409940969,4.65746072128863E-05,1976.38095238095,0.09204917
454.526686301171,4.70411657058645E-05,1890.04761904761,0.08891004
454.99200067092,4.78351262049862E-05,1793.04761904762,0.08577066
455.457353045735,4.82957631597929E-05,1702.76190476191,0.08223619
455.922743421134,4.88179419235912E-05,1612,0.07869452
456.388171792636,4.9563951268362E-05,1525.95238095238,0.07563223
456.85363815576,5.032545895841E-05,1443.90476190476,0.07266517
457.319142506024,5.1130287427684E-05,1365.61904761905,0.06982449
457.784684838947,5.18210752218858E-05,1293.71428571428,0.06704167
458.250265150048,5.20186963773007E-05,1229.14285714286,0.06393841
458.715883434846,5.17812390669163E-05,1169.52380952381,0.06055939
459.181539688859,5.17531005194621E-05,1112.85714285714,0.05759381
459.647233907607,5.21701276302339E-05,1059.52380952381,0.05527549
460.112966086607,5.23716510222142E-05,1016.04761904762,0.05321209
460.578736221379,5.32615187184887E-05,975.28571428571,0.0519452
461.044544307441,5.39613068421575E-05,937.809523809527,0.05060543
461.510390340313,5.38095458123692E-05,902.7619047619,0.04857721
461.976274315512,5.33176283481611E-05,873.047619047618,0.04654883
462.442196228558,5.28630700485766E-05,846.999999999998,0.04477502
462.90815607497,5.23142128269779E-05,822.238095238093,0.04301474
463.374153850265,5.15552417113897E-05,800.571428571431,0.04127365
463.840189549963,5.08065588372001E-05,778.190476190479,0.03953718
464.306263169583,5.03695186035177E-05,760.714285714282,0.03831681
464.772374704644,5.02356477129474E-05,743.809523809525,0.03736575
465.238524150663,4.93682509829259E-05,727.52380952381,0.03591658
465.70471150316,4.8020930902508E-05,707.857142857143,0.03399196
466.170936757654,4.67619869013782E-05,691.095238095243,0.03231699
466.637199909663,4.61030320350068E-05,674.000000000003,0.03107344
467.103500954707,4.53968158908906E-05,656.666666666668,0.02981058
467.569839888303,4.47400321404801E-05,636.571428571426,0.02848023
468.03621670597,4.42042961243417E-05,614.761904761904,0.02717512
468.502631403228,4.42790179361823E-05,591.047619047624,0.02617101
468.969083975595,4.41929255216971E-05,569.476190476192,0.02516682
469.43557441859,4.42216471287011E-05,544.714285714287,0.02408816
469.902102727732,4.40009942332386E-05,522.809523809524,0.02300414
470.368668898538,4.44291268345714E-05,498.761904761902,0.02215956
470.835272926529,4.49713333720235E-05,475.380952380951,0.02137852
471.301914807222,4.49192945706394E-05,455.190476190476,0.02044684
471.768594536137,4.4692942939757E-05,434.80952380952,0.01943292
472.235312108793,4.47125823454019E-05,416.476190476191,0.01862173
472.702067520707,4.49605790975266E-05,400.571428571424,0.01800992
473.168860767399,4.52136815242145E-05,383.333333333334,0.01733191
473.635691844388,4.45172443762453E-05,371.476190476188,0.0165371
474.102560747192,4.43304211262675E-05,357.333333333329,0.01584074
474.569467471329,4.47073731777204E-05,346.571428571428,0.0154943
475.03641201232,4.46499997855114E-05,338.952380952386,0.01513422
475.503394365682,4.3845953051747E-05,333.285714285711,0.01461323
475.970414526934,4.34051118638111E-05,324.666666666669,0.01409219
476.437472491596,4.33957446931834E-05,315.380952380956,0.01368619
476.904568255185,4.32295463604112E-05,307.380952380957,0.01328794
477.37170181322,4.24626988684307E-05,306.142857142854,0.01299965
477.838873161221,4.19591092229951E-05,303.61904761905,0.01273958
478.306082294706,4.10747215234116E-05,301.666666666665,0.01239087
478.773329209193,4.00995015528727E-05,299.142857142861,0.01199548
479.240613900202,3.94541374259409E-05,299.047619047619,0.01179867
479.707936363251,3.90485889786611E-05,301.904761904764,0.01178895
480.175296593859,3.81855813206215E-05,305.000000000004,0.0116466
480.642694587544,3.69020077325789E-05,305.761904761908,0.01128323
481.110130339826,3.56737184561385E-05,308.095238095239,0.0109909
481.577603846223,3.55282769575951E-05,307.619047619043,0.01092917
482.045115102254,3.515360846778E-05,308.999999999995,0.01086247
482.512664103438,3.40625034091208E-05,315.571428571433,0.01074915
482.980250845293,3.32369731040671E-05,320,0.01063583
483.447875323339,3.22338419355022E-05,321.857142857147,0.01037469
483.915537533093,3.12036608193281E-05,323.904761904759,0.01010701
484.383237470075,3.13380666483018E-05,326.047619047619,0.0102177
484.850975129803,3.16239164704127E-05,329.2380952381,0.0104118
485.318750507797,3.13644660343241E-05,332.380952380954,0.01042495
485.786563599574,3.1064918358158E-05,333.285714285718,0.01035349
486.254414400654,3.08711562639534E-05,334.761904761905,0.01033449
486.722302906555,3.08099838685691E-05,336.238095238097,0.01035949
487.190229112796,3.05934413751057E-05,342.095238095242,0.01046587
487.658193014897,3.08438376061032E-05,346.619047619043,0.01069106
488.126194608374,3.05697266939135E-05,355.095238095234,0.01085516
488.594233888749,3.01333792440666E-05,360.190476190478,0.01085376
489.062310851538,2.98238158685051E-05,364.809523809521,0.01088001
489.530425492261,3.00058223117964E-05,369.47619047619,0.01108644
489.998577806437,2.9867812310831E-05,378.095238095239,0.01129288
490.466767789584,2.98717022972467E-05,385.666666666669,0.01152052
490.934995437221,2.97065773807253E-05,395.476190476194,0.01174824
491.403260744867,2.94355402116191E-05,405.761904761904,0.01194382
491.87156370804,2.90160311928539E-05,418.190476190472,0.01213423
492.33990432226,2.86026793504079E-05,432.523809523813,0.01237134
492.808282583045,2.81354414610625E-05,448.761904761906,0.01262611
493.276698485913,2.77139608724014E-05,466.428571428567,0.01292658
493.745152026385,2.72332936604049E-05,486.857142857141,0.01325872
494.213643199977,2.66757196204967E-05,509.380952380955,0.0135881
494.68217200221,2.63241295878952E-05,528.571428571427,0.01391418
495.150738428601,2.5739673531828E-05,553.285714285715,0.01424139
495.61934247467,2.5003278117507E-05,582.761904761904,0.01457096
496.087984135935,2.43731071983474E-05,611.809523809525,0.0149117
496.556663407915,2.39162549520676E-05,639.761904761901,0.01530071
497.025380286129,2.35252485304802E-05,666.952380952383,0.01569022
497.494134766095,2.31609309259825E-05,694.619047619043,0.01608802
497.962926843332,2.24573840737561E-05,734.095238095234,0.01648586
498.43175651336,2.23468360486752E-05,765.28571428571,0.01710171
498.900623771696,2.232590659105E-05,794.428571428576,0.01773634
499.36952861386,2.19182097080831E-05,825.190476190473,0.0180867
499.83847103537,2.13981368364216E-05,858.047619047622,0.01836062
500.307451031745,2.13112055844208E-05,890.571428571427,0.01897915
500.776468598504,2.1442072862661E-05,922.428571428567,0.01977878
501.245523731165,2.1439334242523E-05,948.523809523813,0.02033572
501.714616425247,2.10771517845109E-05,980.761904761905,0.02067167
502.183746676269,2.08498872067021E-05,1012.95238095238,0.02111994
502.652914479751,2.08291783775923E-05,1043.85714285715,0.02174269
503.122119831209,2.07549027251319E-05,1075.7619047619,0.02232733
503.591362726164,2.05799844232043E-05,1108.04761904762,0.0228036
504.060643160133,2.04261581950636E-05,1139.61904761905,0.02327804
504.529961128636,2.03327194565471E-05,1167.57142857143,0.0237399
504.999316627192,2.01370046791418E-05,1201.85714285714,0.0242018
505.468709651319,2.01500288091564E-05,1234,0.02486514
505.938140196536,2.0141454991774E-05,1267.4761904762,0.02552881
506.407608258361,2.0009306245759E-05,1305.09523809523,0.02611405
506.877113832314,1.98884204507546E-05,1341.85714285714,0.02668742
507.346656913913,1.9689917827081E-05,1377.61904761905,0.02712521
507.816237498677,1.94275375197847E-05,1416.28571428571,0.02751494
508.285855582124,1.92722532173527E-05,1447.23809523809,0.02789154
508.755511159774,1.90729084681338E-05,1481.66666666667,0.02825969
509.225204227145,1.88884392963442E-05,1517.23809523809,0.02865826
509.694934779756,1.87549674312774E-05,1551.04761904761,0.02908985
510.164702813125,1.86487878292278E-05,1583.38095238095,0.02952814
510.634508322772,1.85649143895813E-05,1614.80952380953,0.0299788
511.104351304215,1.84316587957154E-05,1649.90476190476,0.03041048
511.574231752972,1.82675314757758E-05,1684.71428571428,0.03077557
512.044149664564,1.81636496254085E-05,1713.57142857142,0.03112471
512.514105034507,1.79131014697331E-05,1748.42857142857,0.03131978
512.984097858322,1.78011768441965E-05,1770.38095238095,0.03151486
513.454128131527,1.78487435262887E-05,1796.57142857143,0.03206654
513.92419584964,1.7872869280489E-05,1825.71428571429,0.03263075
514.394301008181,1.76821703167996E-05,1839.09523809523,0.0325192
514.864443602667,1.73927828773548E-05,1855.80952380953,0.03227769
515.334623628618,1.72842150292976E-05,1872.90476190476,0.03237169
515.804841081554,1.73408485357802E-05,1880.04761904762,0.03260162
516.275095956991,1.73572674882702E-05,1893.47619047619,0.03286557
516.745388250449,1.74436195081337E-05,1900.61904761905,0.03315368
517.215717957447,1.74797098151524E-05,1903.66666666667,0.03327554
517.686085073504,1.74019046108085E-05,1907.90476190476,0.03320118
518.156489594137,1.7345735094477E-05,1909.42857142857,0.03312044
518.626931514867,1.73291739459767E-05,1905.85714285714,0.03302693
519.097410831212,1.72705267839652E-05,1906.28571428571,0.03292256
519.56792753869,1.72417761776586E-05,1901,0.03277662
520.038481632821,1.72039153976682E-05,1897.66666666666,0.0326473
520.509073109122,1.72953961688666E-05,1890.95238095238,0.03270477
520.979701963113,1.73301564093201E-05,1890.47619047619,0.03276225
521.450368190313,1.72689383285672E-05,1886.33333333333,0.03257497
521.92107178624,1.71759440032493E-05,1885,0.03237665
522.391812746413,1.71388832560232E-05,1877.14285714285,0.03217213
522.862591066351,1.70838624775947E-05,1871.14285714285,0.03196635
523.333406741572,1.70457511433518E-05,1867.42857142857,0.03183172
523.804259767595,1.70166990636601E-05,1864.42857142858,0.03172642
524.275150139939,1.70320194909251E-05,1853.19047619048,0.03156358
524.746077854123,1.69556011492818E-05,1849.52380952381,0.03135979
525.217042905666,1.69446527142376E-05,1839.33333333333,0.03116686
525.688045290085,1.68860225652309E-05,1835.04761904762,0.03098666
526.159085002901,1.68675299465642E-05,1827.28571428572,0.0308218
526.630162039631,1.68919576964247E-05,1816.66666666667,0.03068706
527.101276395795,1.68698233580655E-05,1805,0.03045003
527.572428066911,1.65845058454552E-05,1799.2380952381,0.02983947
528.043617048498,1.64459611673539E-05,1780.47619047619,0.02928164
528.514843336074,1.65115174433979E-05,1770.95238095238,0.02924111
528.986106925159,1.66638251355059E-05,1752.33333333333,0.02920058
529.457407811271,1.65752776957491E-05,1734.23809523809,0.02874548
529.928745989929,1.64761326292975E-05,1716.28571428572,0.02827775
530.400121456652,1.64580638963938E-05,1699.38095238095,0.02796852
530.871534206958,1.65345520946424E-05,1674.52380952381,0.0276875
531.342984236366,1.65100644781178E-05,1657.85714285714,0.02737133
531.814471540395,1.65437675883586E-05,1634.57142857143,0.02704197
532.285996114564,1.65707208011153E-05,1609.23809523809,0.02666624
532.757557954391,1.65501756853017E-05,1586.71428571429,0.0262604
533.229157055395,1.65982563310304E-05,1559.04761904762,0.02587747
533.700793413095,1.66639046427096E-05,1531.38095238095,0.02551879
534.17246702301,1.66683302090635E-05,1506.76190476191,0.0251152
534.644177880658,1.6642284027445E-05,1480.19047619048,0.02463375
535.115925981558,1.66819035305948E-05,1453.61904761905,0.02424913
535.587711321229,1.69341916573547E-05,1426.80952380953,0.02416187
536.059533895189,1.70839565458672E-05,1407.2380952381,0.02404119
536.531393698958,1.71223687397939E-05,1383.52380952381,0.0236892
537.003290728054,1.71420219492748E-05,1361.38095238095,0.02333682
537.475224977996,1.71112205045358E-05,1340.19047619048,0.02293229
537.947196444302,1.70560078019513E-05,1320.80952380953,0.02252774
538.419205122492,1.71317109899993E-05,1298.95238095238,0.02225328
538.891251008083,1.71684122076931E-05,1281.14285714286,0.02199519
539.363334096596,1.72590313800858E-05,1257,0.0216946
539.835454383548,1.71967365107332E-05,1243.33333333333,0.02138128
540.307611864458,1.71956476865939E-05,1228.52380952381,0.02112526
540.779806534845,1.72712861836032E-05,1210.09523809524,0.0208999
541.252038390229,1.72877436454212E-05,1190.23809523809,0.02057653
541.724307426126,1.71332968477824E-05,1177.09523809523,0.02016752
542.196613638057,1.70228459400196E-05,1165.85714285714,0.01984621
542.66895702154,1.7073807270901E-05,1150.76190476191,0.01964789
543.141337572094,1.71277140738951E-05,1134.85714285714,0.01943751
543.613755285237,1.71287663294258E-05,1120.85714285714,0.0191989
544.086210156489,1.70408484613777E-05,1111.76190476191,0.01894537
544.558702181367,1.68959938816552E-05,1102.33333333334,0.01862502
545.031231355391,1.67574957100818E-05,1092.42857142857,0.01830637
545.50379767408,1.65958765262614E-05,1085.33333333333,0.01801206
545.976401132952,1.6444455807546E-05,1077.42857142857,0.01771773
546.449041727526,1.64201652809659E-05,1066.38095238096,0.01751015
546.921719453321,1.64293276627502E-05,1053.42857142857,0.01730712
547.394434305855,1.63903710647272E-05,1040,0.01704599
547.867186280647,1.63134136218226E-05,1028.19047619048,0.0167733
548.339975373216,1.62472813346317E-05,1015.7619047619,0.01650337
548.812801579081,1.62021017181659E-05,1002,0.01623451
549.285664893761,1.61910983870159E-05,988.952380952383,0.01601223
549.758565312773,1.62166204406604E-05,975.571428571429,0.01582047
550.231502831638,1.62474102420023E-05,962.000000000003,0.01563001
550.704477445873,1.62226735873863E-05,951.809523809523,0.0154409
551.177489150998,1.62496501667185E-05,939.761904761903,0.0152708
551.650537942531,1.63181805427472E-05,927.333333333335,0.01513239
552.12362381599,1.63850001757332E-05,911.809523809527,0.01494
552.596746766896,1.62115326474599E-05,900.285714285714,0.01459501
553.069906790765,1.59951858222484E-05,893.333333333336,0.01428903
553.543103883119,1.61143288086334E-05,881.714285714289,0.01420823
554.016338039473,1.62589147961408E-05,868.714285714288,0.01412435
554.489609255349,1.63100427833019E-05,855.571428571433,0.01395441
554.962917526264,1.63396591432923E-05,843.619047619043,0.01378445
555.436262847737,1.62733237109233E-05,836.619047619046,0.01361457
555.909645215287,1.62731152382124E-05,826.190476190474,0.01344469
556.383064624432,1.64336549252434E-05,810.52380952381,0.01331987
556.856521070692,1.64874558592842E-05,800.95238095238,0.01320567
557.330014549585,1.63076162902255E-05,792.619047619045,0.01292573
557.80354505663,1.60447132081643E-05,783.666666666665,0.01257371
558.277112587345,1.61425964741733E-05,773.714285714281,0.01248976
558.75071713725,1.6528996777171E-05,762.047619047615,0.01259588
559.224358701863,1.65878566316667E-05,753.714285714286,0.0125025
559.698037276703,1.62519638043143E-05,749.904761904766,0.01218743
560.171752857288,1.6074864640031E-05,744.190476190478,0.01196276
560.645505439138,1.60802603501637E-05,739.857142857145,0.0118971
561.11929501777,1.6056547065608E-05,736.952380952381,0.01183291
561.593121588705,1.60199472412629E-05,734.904761904767,0.01177314
562.06698514746,1.5980745198796E-05,732.285714285712,0.01170247
562.540885689554,1.58382387164365E-05,730.238095238094,0.01156569
563.014823210507,1.57134656711245E-05,727.190476190476,0.01142668
563.488797705836,1.54293469777276E-05,727.142857142856,0.01121934
563.962809171061,1.51481442680548E-05,726.952380952385,0.01101198
564.4368576017,1.52616224681339E-05,724.19047619048,0.01105232
564.910942993272,1.52751438037343E-05,727.571428571424,0.01111376
565.385065341296,1.50693936134058E-05,727.285714285718,0.01095975
565.85922464129,1.47852368022226E-05,727.476190476187,0.01075591
566.333420888774,1.45642680701017E-05,729.190476190474,0.01062013
566.807654079265,1.45065146756319E-05,724.714285714281,0.01051308
567.281924208284,1.4442271988973E-05,722.000000000001,0.01042732
567.756231271348,1.43540236573001E-05,721.476190476187,0.01035609
568.230575263976,1.44335369584332E-05,714.952380952383,0.01031929
568.704956181687,1.44792986394258E-05,712.666666666665,0.01031891
569.17937402,1.44531662239516E-05,711.142857142862,0.01027827
569.653828774433,1.43711781815373E-05,707.761904761907,0.01017137
570.128320440506,1.41710436285408E-05,710.333333333338,0.01006616
570.602849013737,1.41316744216473E-05,705.190476190481,0.009965522
571.077414489644,1.40493650575581E-05,703.571428571425,0.009884732
571.552016863747,1.41396458438471E-05,700.571428571433,0.009905832
572.026656131564,1.42648568461999E-05,695.190476190477,0.009916793
572.501332288613,1.41654652277779E-05,688.809523809528,0.009757307
572.976045330415,1.4049490459578E-05,683.14285714286,0.009597809
573.450795252487,1.40817873431692E-05,676.380952380952,0.009524653
573.925582050348,1.40208761221371E-05,674.42857142857,0.009456079
574.400405719517,1.41127958046165E-05,668.047619047621,0.00942802
574.875266255513,1.40931146220169E-05,667.523809523814,0.00940749
575.350163653854,1.41313757976632E-05,666.333333333334,0.009416207
575.82509791006,1.41803645771131E-05,665.380952380955,0.009435344
576.300069019648,1.42043108911731E-05,659.761904761905,0.009371463
576.775076978138,1.40483218407572E-05,659.09523809524,0.009259182
577.250121781048,1.39778904768819E-05,658.285714285715,0.009201446
577.725203423898,1.40011647766419E-05,656.571428571429,0.009192765
578.200321902205,1.41519092204776E-05,651.285714285713,0.009216936
578.675477211489,1.43115927897089E-05,648.857142857141,0.009286179
579.150669347269,1.4374691422285E-05,645.904761904761,0.009284682
579.625898305062,1.41218651976672E-05,646.571428571429,0.009130795
580.101164080389,1.38367378909568E-05,650.523809523812,0.009001127
580.576466668767,1.38308363634665E-05,647.90476190476,0.008961065
581.051806065715,1.37017906436224E-05,651.66666666667,0.008929
581.527182266752,1.36989288873153E-05,654.238095238095,0.008962361
582.002595267398,1.36498113096393E-05,659.000000000002,0.008995226
582.47804506317,1.35249540734859E-05,660.809523809528,0.008937418
582.953531649587,1.33633179627749E-05,664.47619047619,0.008879607
583.429055022168,1.3517264127796E-05,658.619047619047,0.008902728
583.904615176432,1.34403250956731E-05,664.76190476191,0.008934616
